1,CTLR ADDRESS,1,0,LAO
2,APPLICATION,1,0,LAO
5,LOW ALM,1,0,LDO
6,HIGH ALM,1,0,LDO
7,EMER ALM,1,0,LDI
8,GEN FAILURE,1,0,LDO
10,HI ALM LMT,1,0,LAO
11,HI WARN LMT,1,0,LAO
12,LOW WARN LMT,1,0,LAO
13,LOW ALM LMT,1,0,LAO
14,EMER TIMER,1,0,LAO
15,EMER STPT,1,0,LAO
16,LOW WARN,1,0,LDO
17,HIGH WARN,1,0,LDO
19,ALM AKNLG,1,0,LDO
30,AO2 RANGE,79.785881,0,LAO
34,TRANS RANGE,0.973047,0.973047,LAO
35,EXH FLOW,79.785881,0,LAI
36,FLOW COEFF,1,0,LAO
37,FLOW STPT,79.785881,0,LAO
38,FLOW LO STPT,79.785881,0,LAO
40,CAL DP TRANS,1,0,LDO
41,DO1 AOP SUP,1,0,LDO
42,DO2 AOP EXH,1,0,LDO
43,DO3 ALM OUT,1,0,LDO
44,AI1 DP TRANS,7.843138,0,LAI
45,AI2 0.10V,3.921569,0,LAI
46,AO1 0.10V,0.392157,0,LAO
47,AO2 FLOW SIG,0.392157,0,LAO
48,DI1 STPT SW,1,0,LDI
56,ODP STPT SW,1,0,LDI
57,RIGHT SW,1,0,LDI
63,FLOW P GAIN,0.7874,0,LAO
64,FLOW I GAIN,0.19685,0,LAO
66,FLOW D GAIN,0.3937,0,LAO
67,FLOW BIAS,0.78431,-100,LAO
68,CTRL LOOPOUT,0.78431,-100,LAO
87,FLOW HI STPT,79.785881,0,LAO
89,HORN,1,0,LDO
91,BLANK DSPLY,1,0,LDO
93,ENG UNITS,1,0,LDO
94,LAMP TEST,1,0,LDO
96,ALARM TIME,1,0,LAO
97,DUCT AREA,8.2152,0,LAO
98,LOOP TIME,0.1,0,LAO
99,ERROR STATUS,1,0,LAO
